transaction_id,transaction_primary_class
Krom Samdech Euv-Cambodia-2015-02-24,NEUTRAL
Kuala Lumpur City Police Department|Malaysia Department of Immigration|Royal Malaysian Police Department-Malaysia-2020-03-27,NEUTRAL
Kuala Lumpur General Hospital|Sungai Buloh Hospital-Malaysia-2020-04-17,NEUTRAL
Kudakudhige Hiya Orphanage-Maldives-2014-01-01,NEUTRAL
Kudakudhige Hiya Orphanage-Maldives-2014-07-28,NEUTRAL
KwaZulu-Natal Provincial Government-South Africa-2020-03-26,NEUTRAL
Kwame Nkrumah University of Science and Technology|University of Ghana-Ghana-2004-01-01,NEUTRAL
Kyaukphyu Township Government-Myanmar-2020-06-10,NEUTRAL
Kyaukpyu No. 1 Middle School (China-Burma Friendship School No. 007)-Myanmar-2017-01-01,NEUTRAL
Kyiv Gymnasium of Oriental Languages-Ukraine-2015-01-01,NEUTRAL
Kyiv National Linguistic University-Ukraine-2013-01-01,NEUTRAL
Kyrgyz Charity Organization-Kyrgyzstan-2020-11-11,NEUTRAL
"Kyrgyz Ministry of Culture, Information, Sports and Youth Policy-Kyrgyzstan-2020-11-27",NEUTRAL
Kyrgyz Ministry of Defense-Kyrgyzstan-2020-05-13,NEUTRAL
Kyrgyz Ministry of Education-Kyrgyzstan-2021-12-07,NEUTRAL
Kyrgyz Ministry of Foreign Affairs-Kyrgyzstan-2020-06-30,NEUTRAL
Kyrgyz Ministry of Health-Kyrgyzstan-2020-05-11,NEUTRAL
Kyrgyz Ministry of Health-Kyrgyzstan-2020-08-19,NEUTRAL
Kyrgyz Women's Congress-Kyrgyzstan-2020-11-20,NEUTRAL
Kyrgyz Women's Congress-Kyrgyzstan-2021-08-25,NEUTRAL
"Kyrgyzstan Ministry of Culture, Information, Sports and Youth Policy-Kyrgyzstan-2021-12-01",NEUTRAL
Kyrgyzstan Ministry of Transport and Roads-Kyrgyzstan-2010-01-01,NEUTRAL
L'info News-Chad-2018-01-01,NEUTRAL
L'école primaire de Kpokanhankro-Côte d’Ivoire-2018-01-01,NEUTRAL
LATAM Airlines Brasil (formerly TAM Linhas Aéreas)-Brazil-2008-01-01,NEUTRAL
LATAM Airlines Chile (formerly LAN Airlines S.A.)-Chile-2010-12-01,NEUTRAL
La Caisse Autonome d'Amortissement du Bénin-Benin-2004-01-01,NEUTRAL
La Centrale d'Achat des Medicaments Essentiels du Burundi(CAMEBU)|Ministry of Foreign Affairs of Burundi|Ministère de la Santé Publique et de la Lutte contre le SIDA (Burundi)-Burundi-2019-01-01,NEUTRAL
La Centrale d'Achat des Medicaments Essentiels du Burundi(CAMEBU)|Ministère de la Santé Publique et de la Lutte contre le SIDA (Burundi)-Burundi-2019-01-01,NEUTRAL
La Librairie Chinoise-Mauritius-2017-08-21,NEUTRAL
La Librairie Chinoise-Mauritius-2019-01-01,NEUTRAL
La Maison de la Presse d’Abidjan-Côte d’Ivoire-2018-04-12,NEUTRAL
La María Hospital-Colombia-2015-01-01,NEUTRAL
La Paz City Government-Bolivia-2020-10-26,NEUTRAL
La Universidad de Los Andes-Colombia-2007-01-01,NEUTRAL
Lady Hochoy Home Trinidad & Tobago-Trinidad & Tobago-2021-01-01,NEUTRAL
Lagos State Government-Nigeria-2020-03-30,NEUTRAL
"Lancang-Mekong Cooperation (LMC) Special Fund-Asia, regional-2019-08-12",GREEN
Lancang-Mekong Cooperation (LMC) Special Fund-Laos-2016-03-23,NEUTRAL
"Lao Ministries of Education and Sports, Public Works and Transport, and Planning and Investment-Laos-2019-06-26",NEUTRAL
"Lao Ministries of Education and Sports, Public Works and Transport, and Planning and Investment-Laos-2019-08-08",NEUTRAL
Lao Ministry of Foreign Affairs-Laos-2018-11-23,NEUTRAL
Lao Ministry of Public Security-Laos-2013-01-01,NEUTRAL
Lao Ministry of Public Security-Laos-2020-10-23,NEUTRAL
Lao National TV Station-Laos-2015-01-01,NEUTRAL
Lao Women's Federation-Laos-2018-03-02,NEUTRAL
Lao-China Cooperation Committee (LCCC)-Laos-2018-01-19,NEUTRAL
Laos 103 Military Hospital-Laos-2017-01-01,NEUTRAL
Laos Institute of Posts and Telecommunications-Laos-2019-01-01,NEUTRAL
Laos Ministry of National Defense-Laos-2020-04-24,NEUTRAL
Laos Ministry of National Defense-Laos-2020-06-02,NEUTRAL
Laotian Ministry of Education and Sports (MOES)-Laos-2019-08-27,NEUTRAL
Laotian Ministry of Industry and Commerce-Laos-2018-03-28,NEUTRAL
Latin American Center for Development Administration (CLAD)-Venezuela-2016-06-03,NEUTRAL
Laurent Desire-Kabila Foundation-Congo - Kinshasa-2004-07-30,NEUTRAL
Lavato High School-Solomon Islands-2021-08-16,NEUTRAL
Lawris Girls’ Home-Sri Lanka-2017-04-01,NEUTRAL
Lawris Girls’ Home-Sri Lanka-2018-04-01,NEUTRAL
Le Sahel-Niger-2017-01-01,NEUTRAL
Le Sahel-Niger-2018-01-01,NEUTRAL
Lebanese Army-Lebanon-2020-05-28,NEUTRAL
Lebanese Council for Development and Reconstruction (CDR)-Lebanon-2016-06-16,NEUTRAL
Lebanese Council for Development and Reconstruction (CDR)-Lebanon-2017-03-16,NEUTRAL
Lebanese National Library-Lebanon-2018-01-01,NEUTRAL
Lebanese Social Welfare Institute-Lebanon-2018-01-01,NEUTRAL
Lesotho Department of Immigration|Lesotho Ministry of Police and Public Safety-Lesotho-2018-01-01,NEUTRAL
Lesotho Government-Lesotho-2019-10-14,NEUTRAL
Lesotho Government-Lesotho-2019-11-07,NEUTRAL
Lesotho Government-Lesotho-2020-12-15,NEUTRAL
Lesotho Meteorological Service (LMS)-Lesotho-2002-08-15,NEUTRAL
Lesotho Ministry of Foreign Affairs-Lesotho-2005-01-01,NEUTRAL
Lesotho Ministry of Health-Lesotho-2002-01-01,NEUTRAL
Lesotho Ministry of Health-Lesotho-2021-08-19,NEUTRAL
Lesotho Ministry of Police and Public Safety-Lesotho-2010-01-29,NEUTRAL
Lesotho Ministry of Police and Public Safety-Lesotho-2019-03-08,NEUTRAL
Lesotho Queen's Trust Fund-Lesotho-2011-01-01,NEUTRAL
Lesotho Queen's Trust Fund-Lesotho-2017-01-01,NEUTRAL
Liberia 77 Group-Liberia-2018-01-01,NEUTRAL
Liberia Broadcasting System (LBS)-Liberia-2019-01-01,NEUTRAL
Liberia Fisheries Association-Liberia-2019-01-01,NEUTRAL
Liberia Ministry of Education-Liberia-2012-07-11,NEUTRAL
Liberia Ministry of Foreign Affairs-Liberia-2006-01-01,NEUTRAL
Liberia Ministry of Foreign Affairs-Liberia-2013-10-22,NEUTRAL
Liberia Ministry of Foreign Affairs-Liberia-2019-01-01,NEUTRAL
Liberia Ministry of Justice|Liberia Ministry of Labor-Liberia-2019-01-01,NEUTRAL
Liberia Ministry of Posts and Telecommunication-Liberia-2006-01-01,NEUTRAL
Liberia Ministry of Youth and Sports-Liberia-2019-01-01,NEUTRAL
Liberia National Telecommunications Corporation-Liberia-2007-01-01,NEUTRAL
Liberia Refugee Repatriation and Resettlement Commission (LRRRC)-Liberia-2021-11-05,NEUTRAL
Liberian Bureau of Immigration and Naturalization-Liberia-2010-07-28,NEUTRAL
Liberian Bureau of Immigration and Naturalization|Liberian Drug Enforcement Agency|Liberian Naitonal Police (LNP)-Liberia-2014-05-20,NEUTRAL
Liberian Ministry of Health and Social Welfare-Liberia-2020-09-23,NEUTRAL
Liberian Ministry of Public Works-Liberia-2005-01-01,NEUTRAL
Library of Tirana-Albania-2018-10-01,NEUTRAL
Libreville China Gabon Cooperative Hospital-Gabon-2019-01-01,NEUTRAL
Libyan Ministry for Women and Social Development Affairs-Libya-2020-07-17,NEUTRAL
Libyan Red Crescent Society-Libya-2013-01-01,NEUTRAL
Liceu Nacional Kwame Nkrumah-Guinea-Bissau-2020-12-18,NEUTRAL
Lilongwe District Council-Malawi-2020-03-01,NEUTRAL
Linguistics University of Nizhny Novgorod-Russia-2010-01-01,NEUTRAL
Lomonosov Moscow State University-Russia-2007-01-01,NEUTRAL
Lomé Community Vocational Training Center-Togo-2018-01-01,NEUTRAL
London College in Port Louis Mauritius-Mauritius-2016-09-08,NEUTRAL
Love Orphan Center (China-Burma Friendship School No. 009)-Myanmar-2017-01-01,NEUTRAL
Lucian Blaga University of Sibiu-Romania-2006-04-26,NEUTRAL
Lyceum of Philippines University - Davao-Philippines-2021-09-24,NEUTRAL
Mabel Bueno's nursing home-Argentina-2020-05-13,NEUTRAL
Macedonia Media Information Agency-North Macedonia-2020-04-09,NEUTRAL
Macedonia Radio and Television-North Macedonia-2020-04-09,NEUTRAL
Machu Picchu Base (Antarctica)-Peru-2006-01-01,NEUTRAL
Madagascar Antananarivo Second District Rest Home-Madagascar-2018-07-19,NEUTRAL
Madagascar Independent National Electoral Commission-Madagascar-2018-10-30,NEUTRAL
Madagascar Ministry of Communication and Culture-Madagascar-2020-12-17,NEUTRAL
Madagascar Ministry of Defense-Madagascar-2018-02-22,NEUTRAL
Madagascar Ministry of Defense-Madagascar-2019-08-20,NEUTRAL
Madagascar Ministry of Foreign Affairs-Madagascar-2018-01-01,NEUTRAL
Madagascar Ministry of Public Health-Madagascar-2019-03-15,NEUTRAL
Madagascar Ministry of Public Health-Madagascar-2020-05-02,NEUTRAL
Madagascar Ministry of Public Health-Madagascar-2021-12-01,NEUTRAL
Madagascar National Office for Risk and Disaster Management-Madagascar-2018-11-16,NEUTRAL
Mae Fah Luang University-Thailand-2005-01-01,NEUTRAL
Mahaffy Girl's Home-Fiji-2016-01-01,NEUTRAL
Mahasarakham University-Thailand-2006-01-01,NEUTRAL
Mahitsy Hospital-Madagascar-2021-08-26,NEUTRAL
Makerere University-Uganda-2015-01-01,NEUTRAL
Makgatho Lewanika Mandela Primary School|Mandela School of Science and Technology|Mvezo Traditional Council-South Africa-2019-01-01,NEUTRAL
Malagasy National Gendarmerie-Madagascar-2021-11-02,NEUTRAL
Malaita Mothers' Alliance-Solomon Islands-2021-10-12,NEUTRAL
Malanatha Christian University (Indonesia)-Indonesia-2011-01-01,NEUTRAL
Malang State University-Indonesia-2011-01-01,NEUTRAL
Malawi Broadcasting Corporation (MBC)-Malawi-2018-01-01,NEUTRAL
Malawi Department of Animal and Plant Protection-Malawi-2018-01-01,NEUTRAL
Malawi Medical Council-Malawi-2018-01-01,NEUTRAL
Malawi Ministry of Defense-Malawi-2019-01-01,NEUTRAL
Malawi Ministry of Foreign Affairs and International Cooperation-Malawi-2008-01-30,NEUTRAL
Malawi Ministry of Health-Malawi-2020-11-02,NEUTRAL
Malawi Ministry of Health-Malawi-2021-06-02,NEUTRAL
Malawi Ministry of Women and Child Development-Malawi-2019-01-01,NEUTRAL
Malay Yi Zhonghua Middle School|Seria Chung Cheng Middle School-Brunei-2020-11-30,NEUTRAL
Malayan Banking Berhad (Maybank)-Malaysia-2016-04-01,NEUTRAL
Malaysia Department of Immigration|Royal Malaysian Police Department-Malaysia-2020-04-02,NEUTRAL
Malaysia Ministry of Education-Malaysia-2020-01-01,NEUTRAL
Malaysia-China Friendship Association (PPMC)-Malaysia-2021-08-29,NEUTRAL
Malaysian Ministry of Defense-Malaysia-2020-05-12,NEUTRAL
Maldives Autism Association-Maldives-2016-10-24,NEUTRAL
Maldives Ministry of Environment and Energy-Maldives-2014-01-01,GREEN
Maldives National Defence Force-Maldives-2015-01-01,NEUTRAL
Maldives Table Tennis Association-Maldives-2014-01-01,NEUTRAL
Maldives Table Tennis Association-Maldives-2019-03-18,NEUTRAL
Mali Hospital-Mali-2020-01-16,NEUTRAL
Mali Ministry of Health and Social Development-Mali-2019-04-18,NEUTRAL
Mali Ministry of Health and Social Development-Mali-2020-04-27,NEUTRAL
Mali Ministry of National Education-Mali-2021-01-22,NEUTRAL
Mali Ministry of Religious Affairs-Mali-2021-12-30,NEUTRAL
Malian Military Family Association-Mali-2019-09-20,NEUTRAL
Mandalay City Government-Myanmar-2020-09-02,NEUTRAL
Mandalay Eye Hospital-Myanmar-2013-01-01,NEUTRAL
Mandalay Region Government|Ministry of Defense of Myanmar|Myanmar Ministry of Natural Resources and Environmental Conservation (MONREC)-Myanmar-2020-05-01,NEUTRAL
Maputo Central Hospital-Mozambique-2020-02-01,NEUTRAL
Maputo Military Hospital-Mozambique-2020-06-17,NEUTRAL
Maralai Girls High School (Afghanistan)-Afghanistan-2018-01-01,NEUTRAL
Mariano Marcos State University|Paoay National High School-Philippines-2021-04-28,NEUTRAL
Marien Ngouabi University-Congo - Brazzaville-2012-06-15,NEUTRAL
Maritime Administration of the Republic of Panama-Panama-2019-06-26,NEUTRAL
Mashambanzou Care Trust-Zimbabwe-2008-01-01,NEUTRAL
Matiari District Administration|Nankana District Administration-Pakistan-2020-06-09,NEUTRAL
Maun Kubung Primary School-Botswana-2019-01-01,NEUTRAL
Mauritania Disabled Persons' Federation-Mauritania-2018-06-05,NEUTRAL
Mauritania Disabled Persons' Federation-Mauritania-2019-12-12,NEUTRAL
Mauritania Ministry of Foreign Affairs-Mauritania-2018-12-03,NEUTRAL
Mauritania Press Association-Mauritania-2018-01-01,NEUTRAL
Mauritanian Capital Hospital-Mauritania-2018-01-01,NEUTRAL
Mauritanian National Institute of Health-Mauritania-2020-06-29,NEUTRAL
Mauritian Ministry of Education-Mauritius-2018-11-15,NEUTRAL
Mauritius Central Informatics Bureau-Mauritius-2009-01-01,NEUTRAL
Mauritius Jin Fei Economic Trade and Cooperation Zone Co. Ltd (JFET)-Mauritius-2009-01-01,NEUTRAL
Mauritius Ministry of Education-Mauritius-2018-01-01,NEUTRAL
"Mauritius Ministry of Foreign Affairs, Regional Integration & International Trade-Mauritius-2009-01-01",NEUTRAL
"Mauritius Ministry of Gender Equality, Child Development and Family Welfare-Mauritius-2017-04-06",NEUTRAL
Mauritius Ministry of Health and Wellness-Mauritius-2020-07-31,NEUTRAL
"Mauritius Ministry of Social Security, National Solidarity and Environment and Sustainable Development-Mauritius-2018-06-05",NEUTRAL
Mauritius Police Force-Mauritius-2005-01-01,NEUTRAL
Mauritius Police Force-Mauritius-2016-07-14,NEUTRAL
Mauritius Police Force-Mauritius-2018-08-14,NEUTRAL
Mauritius Youth Club-Mauritius-2008-08-09,NEUTRAL
Mawlamyine No. 11 High School (China-Burma Friendship School No. 012)-Myanmar-2018-01-01,NEUTRAL
Mayakovsky Library in St. Petersburg-Russia-2014-09-26,NEUTRAL
Mayor de Santiago-Panama-2020-08-05,NEUTRAL
Mbaki Girls’ School-Central African Republic-2018-12-07,NEUTRAL
Medan Muslim Mosque-Indonesia-2021-01-01,NEUTRAL
Mendes Hospital-Guinea-Bissau-2021-06-15,NEUTRAL
Metropolitan Autonomous University (UAM)-Mexico-2013-10-30,NEUTRAL
Mexican Secretariat of Foreign Affairs|Mexico Secretariat of Culture-Mexico-2018-01-01,NEUTRAL
Mexico National Commission for Physical Culture and Sport(CONADE)-Mexico-2016-01-01,NEUTRAL
Micronesia Congress-Micronesia-2010-01-01,NEUTRAL
Micronesia Pohnpei State Legislature-Micronesia-2016-01-01,NEUTRAL
Middle East Technical University-Turkey-2008-01-01,NEUTRAL
Middle Education College of Ndiar (le Collège d'enseignement moyen de Ndiar)-Senegal-2014-01-01,NEUTRAL
"Ministry of Agriculture, Food, and Forests of Tonga-Tonga-2016-01-01",NEUTRAL
"Ministry of Agriculture, Food, and Forests of Tonga-Tonga-2019-03-11",NEUTRAL
Ministry of Carriacou and Petite Martinique Affairs-Grenada-2021-05-17,NEUTRAL
Ministry of Economic Development of Ukraine-Ukraine-2020-12-09,NEUTRAL
Ministry of Economy of Ukraine-Ukraine-2006-11-14,NEUTRAL
Ministry of Education and Culture (Ministerio de Educación y Cultura de Uruguay)-Uruguay-2019-04-01,NEUTRAL
"Ministry of Education and Culture of the Republic of Srpska, Bosnia and Herzegovina-Bosnia-2019-06-14",NEUTRAL
Ministry of Education and Science of Ukraine-Ukraine-2016-01-01,NEUTRAL
Ministry of Education and Science of Ukraine-Ukraine-2019-01-01,NEUTRAL
Ministry of Education of Argentina-Argentina-2018-01-01,NEUTRAL
Ministry of Education of Argentina-Argentina-2019-01-01,NEUTRAL
Ministry of Education of Argentina-Argentina-2020-01-01,NEUTRAL
"Ministry of Education, Science and Technology of Nepal-Nepal-2021-02-26",NEUTRAL
Ministry of Energy and Non Renewable Resources (Ministerio de Energía y Recursos Naturales no Renovables) Ecuador-Ecuador-2020-09-16,GREEN
Ministry of Finance (Ecuador)-Ecuador-2020-08-05,BROWN
Ministry of Finance of the Kyrgyz Republic-Kyrgyzstan-2003-01-01,NEUTRAL
Ministry of Finance of the Kyrgyz Republic-Kyrgyzstan-2019-12-09,GREY
Ministry of Foreign Affairs and International Cooperation (Libya)-Libya-2018-01-01,NEUTRAL
Ministry of Foreign Affairs of Ukraine-Ukraine-2020-06-24,NEUTRAL
Ministry of Health and Population of Nepal-Nepal-2020-03-29,NEUTRAL
Ministry of Health and Population of Nepal-Nepal-2020-09-26,NEUTRAL
Ministry of Health of Ukraine-Ukraine-2020-03-31,NEUTRAL
"Ministry of Higher Education, Scientific Research, Information and Communication Technologies|Union Pour la Repubilque (Political Party)-Mauritania-2020-09-04",NEUTRAL
"Ministry of Home Affairs, Immigration, Safety and Security of Namibia-Namibia-2020-05-01",NEUTRAL
Ministry of Internal Affairs and Public Security of the Central African Republic-Central African Republic-2021-12-21,NEUTRAL
Ministry of National Security of Equatorial Guinea-Equatorial Guinea-2020-09-22,NEUTRAL
Ministry of Public Health and Population of Yemen-Yemen-2021-01-17,NEUTRAL
"Ministry of Sports, Culture, National Festivals and the Arts (Antigua & Barbuda)-Antigua & Barbuda-2015-11-10",NEUTRAL
"Ministry of Women, Child Protection and National Unity of Chad-Chad-2019-01-01",NEUTRAL
Minsk State Linguistic University-Belarus-2011-01-01,NEUTRAL
Minsk State Linguistic University-Belarus-2015-01-01,NEUTRAL
Minsk State Linguistic University-Belarus-2018-01-01,NEUTRAL
Mintale Rajamaha Viharaya-Sri Lanka-2015-03-07,NEUTRAL
Mirab Agricultural Extension Station-Grenada-2021-07-29,NEUTRAL
Mishirkov Primary School-North Macedonia-2021-06-09,NEUTRAL
Mnazi Mmoja Hospital-Tanzania-2009-07-13,NEUTRAL
Mo Shushu II Middle School-Lesotho-2019-01-01,NEUTRAL
Mochulok Community Association-Micronesia-2021-06-01,NEUTRAL
Mohammad Al-Dura Children’s Hospital-Palestine-2020-08-30,GREEN
Moi University (Kenya)-Kenya-2015-04-22,NEUTRAL
Moktar Ould Daddah Foundation-Mauritania-2011-01-01,NEUTRAL
Moldova Ministry of Justice-Moldova-2019-01-01,NEUTRAL
Moldova National Center for Children and Youth (ARTICO)-Moldova-2014-01-01,NEUTRAL
Moldova National Medical University-Moldova-2019-01-01,NEUTRAL
Moldovan State University of Medicine and Pharmacy|Technical University of Moldova-Moldova-2013-07-10,NEUTRAL
Mongolia Ministry of Education and Science-Mongolia-2018-03-01,NEUTRAL
Mongolia Ministry of Education and Science-Mongolia-2018-08-01,NEUTRAL
Mongolia Ministry of Education and Science-Mongolia-2018-09-01,NEUTRAL
Mongolia Ministry of Education and Science-Mongolia-2018-10-01,NEUTRAL
Mongolia Ministry of Education and Science-Mongolia-2019-03-01,NEUTRAL
Mongolia Ministry of Education and Science-Mongolia-2019-04-01,NEUTRAL
Mongolia Ministry of Education and Science-Mongolia-2019-09-01,NEUTRAL
Mongolia Ministry of Education and Science-Mongolia-2019-10-01,NEUTRAL
Mongolia Ministry of Transport and Development-Mongolia-2021-01-15,NEUTRAL
Mongolia Red Cross-Mongolia-2020-05-15,NEUTRAL
Mongolia's General Agency for Specialized Inspection-Mongolia-2018-01-15,NEUTRAL
Mongolian National Defense University-Mongolia-2018-01-01,NEUTRAL
Montego Bay Community College-Jamaica-2018-01-01,NEUTRAL
Montego Bay Community College-Jamaica-2019-04-01,NEUTRAL
Moroccan Ministry of Culture and National Heritage-Morocco-2012-01-01,NEUTRAL
"Moroccan Ministry of Energy, Minerals, Water and Environment-Morocco-2012-01-01",GREEN
"Moroccan Ministry of Family, Solidarity, Equality and Social Development-Morocco-2011-01-01",NEUTRAL
Moroccan Ministry of Youth and Sports-Morocco-2011-01-01,NEUTRAL
Morocco Ministry of Health-Morocco-2020-01-03,NEUTRAL
Moscow State Linguistics University-Russia-2010-01-01,NEUTRAL
Mosup Elementary School|Puinj Elementary School-Papua New Guinea-2019-05-09,NEUTRAL
Mother of Ali Charitable Organization-Jordan-2018-01-01,NEUTRAL
Mount Kenya University-Kenya-2016-01-01,NEUTRAL
Mozambique National Meteorology Institute (INAM)-Mozambique-2020-01-01,NEUTRAL
Mpila Middle School-Congo - Brazzaville-2018-10-30,NEUTRAL
Mudhita Foundation of the Cambodian Royal Family-Cambodia-2017-01-01,NEUTRAL
Mulago National Specialised Hospital|Uganda Ministry of Internal Affairs-Uganda-2020-05-15,NEUTRAL
Municipal Government of Ahuachapán-El Salvador-2020-05-21,NEUTRAL
Municipal Government of Cartagena-Colombia-2020-01-01,NEUTRAL
"Municipal Government of Cotonou, Benin-Benin-2020-02-21",NEUTRAL
Municipal Government of Dakar-Senegal-2020-06-30,NEUTRAL
Municipal Government of Ensenada-Mexico-2000-01-01,NEUTRAL
Municipal Government of La Paz-Bolivia-2018-01-01,NEUTRAL
"Municipal Government of Naijapa, El Salvador.-El Salvador-2020-11-02",NEUTRAL
Municipal Government of Primorsky Krai-Russia-2020-08-27,NEUTRAL
Municipal Government of Santa Cruz (Bolivia)-Bolivia-2020-07-01,NEUTRAL
Municipal Government of St. Petersburg-Russia-2020-10-30,NEUTRAL
Municipal Government of Vitacura-Chile-2016-01-01,NEUTRAL
